Component: Tensile_y
Strain, Stress, Mean Volume, Mean Pressure 
0.0, 0.0, 0.0, 0.0 
0.01, 7.170861717, 45.59781512, 3.703333333333333
0.02, 17.742262726000003, 46.04927863999999, 44.9
0.03, 27.735789159000003, 46.500742159999994, 83.68333333333332
0.04, 37.161174029, 46.95220566999999, 120.06666666666666
0.05, 46.033282396000004, 47.403669189999995, 154.13333333333333
0.060000000000000005, 54.376974028, 47.85513269999999, 185.99666666666667
0.06999999999999999, 62.20146258900001, 48.306596219999996, 215.69333333333336
0.08, 69.51435847200001, 48.75805974, 243.25666666666666
0.09, 76.348363322, 49.20952325, 269.0433333333333
0.09999999999999999, 82.70219335000002, 49.66098677, 292.8666666666667
0.11, 88.59401282900001, 50.11245029, 314.84666666666664
0.12, 94.035451783, 50.5639138, 335.0566666666667
0.13, 99.036255388, 51.01537732, 353.55999999999995
0.14, 103.60875755500001, 51.46684083, 370.43333333333334
0.15000000000000002, 107.75911009500001, 51.91830435, 385.7033333333333
0.16, 111.50008054, 52.36976787, 399.46666666666664
0.17, 114.834093053, 52.82123138, 411.7666666666667
0.18000000000000002, 117.73336113, 53.2726949, 422.52666666666664
0.19, 120.23182732600002, 53.72415841, 431.9066666666667
0.2, 122.303459458, 54.17562193, 439.8433333333333
0.21000000000000002, 123.91243416100002, 54.62708545, 446.3233333333333
0.22, 124.930931608, 55.07854896, 451.1233333333333
0.23, 125.254962781, 55.53001248, 453.9533333333333
0.24000000000000002, 124.21224683400001, 55.98147599, 453.68666666666667

