Component: Tensile_x
Strain, Stress, Mean Volume, Mean Pressure 
0.0, 0.0, 0.0, 0.0 
0.01, 11.865567445000002, 46.09064097, 49.31666666666666
0.02, 22.303949417000002, 46.54698395, 88.46999999999998
0.03, 32.068122271, 47.00332692999999, 124.96
0.04, 41.16419067300001, 47.45966991, 158.80333333333334
0.05, 49.581664566, 47.91601289, 190.00333333333333
0.060000000000000005, 57.322801004, 48.37235587, 218.96333333333334
0.06999999999999999, 64.381349903, 48.82869885, 245.25666666666666
0.08, 70.747101924, 49.28504182999999, 269.11
0.09, 76.396076993, 49.74138481, 290.4733333333333
0.09999999999999999, 81.305429841, 50.19772779000001, 309.3533333333333
0.11, 85.43126605, 50.65407077, 325.7233333333333
0.12, 88.70405564, 51.11041375, 339.41
0.13, 91.013219613, 51.56675673, 350.2633333333333
0.14, 92.14483315300001, 52.02309971, 361.1333333333334
0.15000000000000002, 91.67109686500001, 52.479442690000006, 368.43666666666667
0.16, 88.654185129, 52.93578567, 358.28666666666663
0.17, 79.677120689, 53.39212865, 341.3433333333333

