#Strain	Work Hardening Rate
0.0	711.9036326590001
0.01	847.1869223456669
0.015	1102.470711566
0.02	1068.6976395469999
0.03	983.7071108977502
0.04	924.6299966580002
0.05	889.3917545837497
0.06	780.7813905857491
0.07	741.3908402660004
0.08	706.2618565360003
0.09000000000000001	645.0764098922504
0.1	569.618865692001
0.11	510.09400102874866
0.12000000000000001	482.71513952749945
0.13	437.5895509365021
0.13999999999999999	395.0375950675005
0.15	357.17755055874784
0.16	326.92664116625014
0.16999999999999998	276.28393496825026
0.18	203.27021175274905
0.19	187.1116354415002
0.19999999999999998	142.26459546174945
0.21	109.82734270650089
0.22	49.96130928500054
0.22999999999999998	-52.912560481002046
