#Strain	Work Hardening Rate
0.01	330.50223645000005
0.015	329.79043340000004
0.02	327.48327474999996
0.03	324.8861509875001
0.04	321.4666447249999
0.05	317.95131568749986
0.06	314.0650122625001
0.07	309.98011415000013
0.08	305.8508275500001
0.09000000000000001	301.5591202124996
0.1	296.99791496249986
0.11	291.7542186625002
0.12000000000000001	286.5642907250002
0.13	281.68669767500023
0.13999999999999999	276.32523585000024
0.15	270.65172013750015
0.16	264.67991282500003
0.16999999999999998	258.5636768750001
0.18	251.8188194624995
0.19	245.30408638750043
0.19999999999999998	238.95146733750016
0.21	231.9856521999993
0.22	224.89255722499993
0.22999999999999998	217.62525194999978
0.24	210.03487696250093
0.25	194.93232518749988
0.26	120.30928751249934
0.27	83.7748389499999
0.28	132.17384952499944
0.29000000000000004	67.53277346249996
0.30000000000000004	21.87725960000013
0.31	43.12372970000035
0.32	-175.91130141250048
0.33	-614.6841235374994
0.34	-853.6238097999976
