#Strain	Work Hardening Rate
0.01	82.65523619999993
0.015	82.1955993
0.02	80.83608020000001
0.03	79.5068181
0.04	77.79366904999999
0.05	76.09544625
0.06	74.59240285
0.07	73.21851260000004
0.08	71.51835799999996
0.09000000000000001	69.93663819999995
0.1	68.71346560000008
0.11	67.13872984999999
0.12000000000000001	65.35700575000004
0.13	63.757128850000186
0.13999999999999999	62.11806094999991
0.15	60.42948704999981
0.16	58.7235129500001
0.16999999999999998	56.99908195000022
0.18	55.67567044999992
0.19	53.73634889999981
0.19999999999999998	51.53137320000003
0.21	49.54135625000009
0.22	47.69170225000015
0.22999999999999998	46.28629479999999
0.24	44.17591989999976
0.25	41.769570199999926
0.26	39.56025775000015
0.27	37.333356649999914
0.28	34.93595479999986
0.29000000000000004	32.368475450000005
0.30000000000000004	29.657979400000002
0.31	26.745080599999987
0.32	23.47725925000004
0.33	19.83438075000004
0.34	15.859683200000049
0.35000000000000003	11.172842800000094
0.36000000000000004	4.965053649999969
0.37000000000000005	-1.2590733499999753
0.38	-7.320808949999972
0.39	-14.708741300000115
0.4	-21.78981175000006
0.41000000000000003	-24.943913499999915
