#Strain	Work Hardening Rate
0.01	345.5387196000001
0.015	340.69317419999993
0.02	325.957098
0.03	311.04393369999997
0.04	291.13191139999986
0.05	270.90972850000014
0.06	249.8475188000002
0.07	227.6640869999999
0.08	204.66046429999997
0.09000000000000001	176.3433677
0.1	143.60577469999984
0.11	108.31797180000001
0.12000000000000001	69.76395090000017
0.13	36.05559819999997
0.13999999999999999	13.098829499999994
0.15	6.7279258000000945
0.16	12.003078799999939
0.16999999999999998	17.129204799999805
0.18	13.800695099999936
0.19	3.6470679000002466
0.19999999999999998	-8.419907699999921
0.21	-26.377133999999966
0.22	-49.513419500000055
0.22999999999999998	-61.953877600000354
