#Area  (Å²)	Stiffness_Const (N/m)	Bp	Stress (N/m)
21.0657	-inf	nan	2.3532
21.0657	-inf	nan	3.8626
21.0657	-inf	nan	5.3684
21.0657	-inf	nan	8.5535
21.0657	-inf	nan	11.5625
21.0657	-inf	nan	14.6069
21.0657	-inf	nan	17.8493
21.0657	-inf	nan	20.5341
21.0657	-inf	nan	23.5906
21.0657	-inf	nan	26.8602
21.0657	-inf	nan	29.5494
21.0657	-inf	nan	31.7810
21.0657	-inf	nan	33.2834
