#Strain	Work Hardening Rate
0.01	376.81486120000005
0.015	367.1395320000001
0.02	339.0749521333333
0.03	312.94628430000006
0.04	280.8178977
0.05	251.42145630000007
0.06	224.2611563
0.07	199.39619549999992
0.08	176.5149122
0.09000000000000001	155.40021069999983
0.1	135.92204630000003
0.11	117.8902963000002
0.12000000000000001	101.20313660000002
0.13	85.75479519999983
0.13999999999999999	71.51742869999985
0.15	58.398761400000105
0.16	46.20081910000027
0.16999999999999998	34.9499267999999
0.18	24.507763199999722
0.19	14.776446100000136
0.19999999999999998	5.740605200000107
0.21	-2.701825700000169
0.22	-10.647518700000097
0.22999999999999998	-18.157274199999673
0.24	-25.19268599999991
0.25	-28.57909740000044
