#Strain	Work Hardening Rate
0.0	445.3
0.01	444.0
0.015	439.59999999999997
0.02	439.66666666666686
0.03	442.75
0.04	442.89999999999975
0.05	440.8
0.06	440.8500000000001
0.07	442.0500000000001
0.08	440.9999999999998
0.09000000000000001	439.09999999999974
0.1	439.70000000000044
0.11	439.5000000000002
0.12000000000000001	438.29999999999984
0.13	437.3000000000003
0.13999999999999999	436.45000000000016
0.15	436.7499999999996
0.16	435.60000000000036
0.16999999999999998	433.4500000000008
0.18	432.3999999999994
0.19	430.84999999999974
0.19999999999999998	431.0500000000007
0.21	429.1
0.22	426.79999999999956
0.22999999999999998	424.79999999999995
0.24	420.95000000000016
0.25	418.69999999999936
0.26	416.84999999999906
0.27	414.45000000000044
0.28	409.79999999999956
0.29000000000000004	404.9499999999998
0.30000000000000004	402.2000000000006
0.31	372.0999999999996
0.32	309.55000000000126
0.33	324.64999999999947
0.34	366.64999999999816
0.35000000000000003	365.3500000000005
0.36000000000000004	366.3999999999998
0.37000000000000005	359.60000000000105
0.38	353.90000000000083
0.39	222.69999999999877
0.4	12.650000000000706
0.41000000000000003	52.20000000000051
0.42000000000000004	99.89999999999944
0.43000000000000005	101.55000000000048
0.44	50.40000000000058
0.45	119.70000000000017
0.46	-89.29999999999998
0.47000000000000003	-282.20000000000005
0.48000000000000004	-559.4499999999991
0.49000000000000005	-388.150000000001
0.5	-40.8000000000002
0.51	-107.39999999999971
0.52	-384.3
0.53	-751.6500000000001
0.54	-361.7000000000001
0.55	-3.6000000000001333
0.56	90.40000000000097
0.5700000000000001	-34.949999999999164
0.5800000000000001	-107.35000000000089
0.5900000000000001	-45.749999999999815
0.6	-46.40000000000008
0.61	-86.0000000000013
