#Strain	Work Hardening Rate
0.0	1575.3999999999999
0.01	1297.2666666666669
0.015	741.0000000000002
0.02	725.2
0.03	715.4500000000002
0.04	696.6
0.05	676.1
0.06	666.2999999999998
0.07	644.7499999999997
0.08	627.0999999999996
0.09000000000000001	611.3999999999996
0.1	590.1500000000002
0.11	578.5500000000005
0.12000000000000001	563.2000000000004
0.13	545.4000000000007
0.13999999999999999	530.6500000000002
0.15	514.8499999999993
0.16	498.8500000000004
0.16999999999999998	483.9000000000001
0.18	467.2999999999998
0.19	453.75000000000034
0.19999999999999998	442.19999999999993
0.21	423.8499999999991
0.22	408.69999999999914
0.22999999999999998	396.70000000000005
0.24	383.3000000000009
0.25	366.99999999999983
0.26	353.14999999999907
0.27	340.750000000001
0.28	325.20000000000067
0.29000000000000004	312.29999999999876
0.30000000000000004	296.5499999999997
0.31	284.3500000000011
0.32	271.0500000000008
0.33	252.09999999999985
0.34	239.44999999999916
0.35000000000000003	229.3999999999995
0.36000000000000004	212.14999999999955
0.37000000000000005	193.5000000000006
0.38	186.85000000000008
0.39	173.9499999999991
0.4	156.95000000000036
0.41000000000000003	144.15000000000035
0.42000000000000004	129.04999999999933
0.43000000000000005	114.450000000001
0.44	107.95000000000121
0.45	46.549999999999116
0.46	-77.75000000000027
0.47000000000000003	-140.39999999999952
0.48000000000000004	-138.34999999999968
0.49000000000000005	-135.0999999999998
