#Strain	Work Hardening Rate
0.01	920.3812058000002
0.015	919.8020972999998
0.02	913.7870046
0.03	905.0502073749998
0.04	891.007321725
0.05	872.5122159500005
0.06	849.3892416749999
0.07	821.8894013749997
0.08	789.4276476999996
0.09000000000000001	751.8725570250003
0.1	708.1039415250008
0.11	657.39214015
0.12000000000000001	599.028253699999
0.13	530.7397597250001
0.13999999999999999	447.1439629500006
0.15	346.2912017749997
0.16	217.73528190000147
0.16999999999999998	14.209798974999195
0.18	-597.8709271000001
0.19	-1080.9161040499964
