#Strain	Work Hardening Rate
0.01	416.7183270000001
0.015	410.32760864999995
0.02	394.46930310000005
0.03	380.0590914750002
0.04	360.7771064499999
0.05	342.3132316500001
0.06	325.1686916499998
0.07	309.1791391499997
0.08	294.12646715
0.09000000000000001	280.08054314999964
0.1	267.2558719999999
0.11	255.28732162500057
0.12000000000000001	244.12778035000034
0.13	233.78954817500022
0.13999999999999999	223.77806585000013
0.15	213.78688249999962
0.16	126.50983654999989
0.16999999999999998	111.19736520000038
0.18	42.999636524999794
0.19	44.19776417500005
0.19999999999999998	121.29657714999992
0.21	-245.57108330000025
0.22	-503.3684846749998
0.22999999999999998	-548.3886119250001
0.24	-341.8005634249998
0.25	-40.38490309999997
