# Strain	Stress(GPa) 	Mean Volume (A^3)	Mean Energy(eV)	Mean Pressure (GPa) 
0.0	0.0	0.0	0.0	0.0    
0.010000	9.555453	48.632530	-69.790544	75.960000
0.020000	17.943598	49.600318	-69.709848	141.680000
0.030000	25.652803	50.577641	-69.579118	201.960000
0.040000	32.736316	51.564498	-69.401449	257.230000
0.050000	39.229512	52.560891	-69.179660	307.790000
0.060000	45.173627	53.566818	-68.917118	353.960000
0.070000	50.603997	54.582280	-68.615555	396.030000
0.080000	55.561289	55.607277	-68.278383	434.320000
0.090000	60.066986	56.641809	-67.906980	469.010000
0.100000	64.158829	57.685875	-67.504437	500.410000
0.110000	67.860795	58.739477	-67.072660	528.700000
0.120000	71.190778	59.802613	-66.613347	554.030000
0.130000	74.182499	60.875285	-66.128904	576.670000
0.140000	76.861719	61.957491	-65.621078	596.850000
0.150000	79.238018	63.049232	-65.091213	614.620000
0.160000	81.341921	64.150507	-64.541840	630.250000
0.170000	83.186264	65.261318	-63.973696	643.840000
0.180000	84.787472	66.381664	-63.388718	655.510000
0.190000	86.151606	67.511544	-62.788071	665.300000
0.200000	87.307290	68.650959	-62.173739	673.460000
0.210000	88.264442	69.799909	-61.546529	680.060000
0.220000	89.036991	70.958394	-60.907899	685.240000
0.230000	89.631151	72.126414	-60.258845	689.010000
0.240000	90.076746	73.303969	-59.600845	691.670000
0.250000	90.360369	74.491058	-58.934790	693.050000
0.260000	90.502310	75.687683	-58.261675	693.350000
0.270000	90.508823	76.893842	-57.582782	692.600000
0.280000	90.392344	78.109536	-56.898874	690.920000
0.290000	90.160614	79.334765	-56.210845	688.370000
0.300000	89.884643	80.569529	-55.519474	685.650000
0.310000	89.376421	81.813827	-54.825978	680.820000
0.320000	88.839546	83.067661	-54.130720	675.970000
#Estimated yield strength using 0.002 and yield strength using linearity method are:  9.56 GPa and  9.56 GPa 
#The Tensile_biaxial ultimate strength is: 90.51 GPa 
#Energy Storage Capacity at max strain 0.270 is 1.527 MJ/L or 122.704 Wh/Kg
