#Strain	Work Hardening Rate
0.01	889.7267523000002
0.015	888.0650562000001
0.02	888.3231888
0.03	889.61792425
0.04	891.0459008250001
0.05	892.249012575
0.06	893.1892348249991
0.07	894.8111345249996
0.08	896.5253306000006
0.09000000000000001	898.5308163000004
0.1	900.4168993000005
0.11	902.1845394499996
0.12000000000000001	904.0208925749992
0.13	905.4851283750015
0.13999999999999999	906.4011333750015
0.15	906.0198059749993
0.16	903.5548354499998
0.16999999999999998	794.4906051500002
0.18	477.6597272000014
0.19	57.16565209999945
0.19999999999999998	339.51530362499955
0.21	818.0492473999998
0.22	738.483155725
0.22999999999999998	-725.8929343999998
0.24	-2002.1810889249987
0.25	-1287.4300051499988
0.26	-278.4023719249999
0.27	-44.435205750001174
0.28	-210.02659562499966
0.29000000000000004	-632.8042166499993
0.30000000000000004	-1326.4572249250027
0.31	-1579.309640950007
