# Strain	Stress(GPa) 	Mean Volume (A^3)	Mean Energy(eV)	Mean Pressure (GPa) 
0.0	0.0	0.0	0.0	0.0    
0.010000	7.548161	349.605381	-168.680878	25.840000
0.020000	11.297941	353.066821	-168.478244	38.380000
0.030000	14.972675	356.528260	-168.195519	50.596667
0.040000	18.590947	359.989700	-167.834013	62.653333
0.050000	22.131215	363.451139	-167.395087	74.460000
0.060000	25.579501	366.912579	-166.880596	85.960000
0.070000	28.933800	370.374018	-166.293157	96.993333
0.080000	32.168660	373.835457	-165.634148	107.763333
0.090000	35.275010	377.296897	-164.906754	118.133333
0.100000	38.249410	380.758336	-164.113301	128.033333
0.110000	41.077169	384.219776	-163.257490	137.486667
0.120000	43.745123	387.681215	-162.341767	146.326667
0.130000	46.241689	391.142654	-161.370134	154.756667
0.140000	48.540907	394.604094	-160.346877	162.300000
0.150000	50.603250	398.065533	-159.276076	169.183333
0.160000	52.377162	401.526973	-158.164079	175.063333
0.170000	53.795656	404.988412	-157.017504	179.790000
0.180000	54.682049	408.449852	-155.846001	182.746667
0.190000	54.831341	411.911291	-154.662775	183.263333
0.200000	54.006210	415.372730	-153.485986	180.546667
0.210000	36.431186	418.834170	-152.916925	121.876667
#Estimated yield strength using 0.002 and yield strength using linearity method are:  7.55 GPa and  54.01 GPa 
#The Tensile_z ultimate strength is: 54.83 GPa 
#Energy Storage Capacity at max strain 0.190 is 0.260 MJ/L or 62.780 Wh/Kg

