#InternalPressure(GPa)	Enthalpy(eV)	Strain	Stress(GPa)
0.0	-72.72334856666667	0.01	11.474479264000001
0.0	-72.68195885666667	0.015	17.211321021499998
0.0	-72.62403143666667	0.02	22.9466378975
0.0	-72.45879213	0.03	34.421445606
0.0	-72.22720371999999	0.04	45.891137914000005
0.0	-71.92971186666666	0.05	57.3606332375
0.0	-71.56590719333333	0.06	68.8287384985
0.0	-71.13608306666667	0.07	80.255359646
0.0	-70.6395027	0.08	91.716618942
0.0	-70.07669325666667	0.09000000000000001	103.17220809999999
0.0	-69.44781953666667	0.1	114.62314249900001
0.0	-68.84510059	0.11	126.0585885995
0.0	-68.02729168333333	0.12000000000000001	137.4847890395
0.0	-67.29585630666666	0.13	148.85517890900002
0.0	-66.45246341333333	0.13999999999999999	151.1734445265
0.0	-65.57034622	0.15	162.39357680100002
0.0	-64.38099036666667	0.16	173.58150161050003
0.0	-63.64007007666667	0.16999999999999998	173.1069028095
0.0	-62.20692329	0.18	183.817115642
0.0	-61.568444346666666	0.19	194.27606376100002
0.0	-60.521007483333335	0.19999999999999998	182.85485283900002
0.0	-59.52371101	0.21	168.79347648200002
0.0	-58.56494218	0.22	161.68510160350002
0.0	-57.633941523333334	0.22999999999999998	156.1992541635
