#InternalPressure(GPa)	Enthalpy(eV)	Strain	Stress(GPa)
-9.751433044719773	-75.55304823094436	0.01	7.640317873
-12.45079997654983	-76.33675600667841	0.015	13.109570972
-17.67866646473655	-77.8617756976351	0.02	18.35499885
-27.506196273651266	-80.77068429035633	0.03	28.208330327
-36.555237216281235	-83.50086820949582	0.04	37.240341792
-44.86686662060464	-86.05804738153046	0.05	45.521514014000005
-52.532361183674276	-88.46110211206408	0.06	53.080550162
-59.42085620584479	-90.6618478172942	0.07	59.972346108
-65.7111160482155	-92.70958339354813	0.08	66.23551585300001
-71.41158322134073	-94.59967952546788	0.09000000000000001	71.910650535
-76.56047070954641	-96.33879390231344	0.1	77.03633920200001
-81.20563053474496	-97.93625637770711	0.11	81.643393479
-85.34130635206631	-99.38449992985313	0.12000000000000001	85.766784896
-89.03790335099715	-100.70223629595891	0.13	89.43408409800001
-92.28503046070463	-101.88031047651224	0.13999999999999999	92.67763710000001
-95.13146135397868	-102.93138900024792	0.15	95.520910368
-97.62096521271451	-103.86668318996706	0.16	97.99202749900002
-99.77254360437763	-104.68911060542695	0.16999999999999998	100.11451267400001
-101.57263857939375	-105.3888131103615	0.18	101.90623991700001
-103.04869135230237	-105.97250370171041	0.19	103.394045319
-104.27754663567484	-106.46661524378169	0.19999999999999998	104.592477614
-105.22582439283873	-106.85410722126207	0.21	105.525652817
-105.8922605720939	-107.13092762847201	0.22	106.20702227500001
-106.3394763307777	-107.31972154178594	0.22999999999999998	106.656545785
-106.58777598871589	-107.42608419929562	0.24	106.883356547
-106.61922196209973	-107.43942365190134	0.25	106.905402768
-106.46106768899142	-107.36895574804447	0.26	106.739826836
-106.11695494054678	-107.21338513505441	0.27	106.39550794500002
-105.59949468818914	-106.97610092038636	0.28	105.88488494799999
-105.30774253908555	-106.84139268380677	0.29000000000000004	105.218856235
