# Strain	Stress(GPa) 	Mean Volume (A^3)	Mean Energy(eV)	Mean Pressure (GPa) 
0.0	0.0	0.0	0.0	0.0    
0.010000	31.774787	570.567028	-208.828156	106.026667
0.020000	36.983242	576.216207	-207.626008	123.590000
0.030000	41.833139	581.865386	-206.239864	139.710000
0.040000	46.340115	587.514564	-204.678175	154.470000
0.050000	50.505193	593.163743	-202.976462	168.380000
0.060000	54.362442	598.812921	-201.136538	181.413333
0.070000	57.940657	604.462100	-199.154735	193.200000
0.080000	61.248635	610.111278	-197.053847	204.230000
0.090000	64.306481	615.760457	-194.844330	214.453333
0.100000	67.133223	621.409635	-192.531541	224.010000
0.110000	69.733600	627.058814	-190.111449	232.430000
0.120000	72.124974	632.707992	-187.616547	240.513333
0.130000	74.312155	638.357171	-185.031846	247.690000
0.140000	76.302557	644.006349	-182.378812	254.370000
0.150000	78.118779	649.655527	-179.655883	260.410000
0.160000	79.764557	655.304706	-176.875196	266.030000
0.170000	81.249291	660.953884	-174.036229	270.886667
0.180000	82.586970	666.603063	-171.149785	275.360000
0.190000	83.778341	672.252241	-168.218367	279.380000
0.200000	84.831390	677.901420	-165.244300	282.833333
0.210000	85.764536	683.550598	-162.238958	286.106667
0.220000	86.575102	689.199777	-159.203003	288.830000
0.230000	87.251571	694.848955	-156.133847	290.923333
0.240000	87.842448	700.498134	-153.050566	293.046667
0.250000        88.312163       706.147312      -149.944574     294.640000
0.260000        88.662880       711.796491      -146.822677     295.693333
0.270000        88.940644       717.445670      -143.692121     296.670000
0.280000        89.083189       723.094848      -140.548865     297.070000
0.290000        89.052840       728.744027      -137.392421     296.730000
0.300000        89.033382       734.393205      -134.252088     296.773333
0.310000        88.901087       740.042384      -131.114308     296.450000
0.320000        88.695896       745.691562      -127.984583     295.920000
0.330000        88.319785       751.340741      -124.866718     294.833333
# Energy Storage Capacity at max strain 0.28 is 0.624 MJ/L or 237.453 Wh/Kg, Thickness 0.0 Ang 
# Estimated yield strength: 80.131178 GPa # Tensile_z ultimate strength: 89.083189 GPa

