#Strain	Work Hardening Rate
0.01	104.477656082235
0.02	103.1457535394227
0.03	100.18436580490628
0.04	96.19120180533598
0.05	91.04104067683652
0.060000000000000005	84.84308159405822
0.06999999999999999	77.50296335996737
0.08	69.2106726014002
0.09	59.96425915882824
0.09999999999999999	50.11700245190508
0.11	40.139101580691865
0.12	30.680955510138823
0.13	22.359379893565446
0.14	15.717102362668975
0.15000000000000002	10.256517967909234
0.16	6.091624221946293
0.17	3.2523646155556
0.18000000000000002	0.7537316034378353
0.19	-1.6496792845272177
0.2	-4.149202967215789
0.21000000000000002	-6.208196156693904
0.22	-7.041954129882746
