#Strain	Work Hardening Rate
0.01	125.04943086349618
0.02	121.07812410169109
0.03	113.27046614314398
0.04	105.77172514916138
0.05	98.81506551805218
0.060000000000000005	92.36566649396347
0.06999999999999999	86.28397569056527
0.08	80.67134969251798
0.09	74.87603350564655
0.09999999999999999	69.64981117884184
0.11	65.20186704557904
0.12	60.68077843851211
0.13	56.39687103427654
0.14	52.32590185925558
0.15000000000000002	48.437928861245915
0.16	44.69682109507682
0.17	40.888411868667035
0.18000000000000002	36.83143735693248
0.19	33.07226617883529
0.2	29.47689844779313
0.21000000000000002	25.719335437853555
0.22	21.739497554316777
0.23	17.436151851968326
0.24000000000000002	13.092703501108101
0.25	8.446535865605313
0.26	3.4526812014128407
0.27	-1.866085172501107
0.28	-7.527469824407699
0.29000000000000004	-13.323254674761944
0.3	-19.346578639702585
0.31	-22.441873958901382
