#InternalPressure(GPa)	Enthalpy(eV)	Strain	Stress(GPa)
-20.43835790130228	-78.52816859572357	0.01	0.5685750275000001
-25.371883601994593	-79.92438643673371	0.015	1.84527458175
-35.22555746581988	-82.71499386023682	0.02	3.1169508845000005
-54.58484793986085	-88.20906885724571	0.03	5.63994287875
-73.45352616239519	-93.57898287843662	0.04	8.136099680500001
-91.96970274369313	-98.86330496220309	0.05	10.602442353500003
-110.06139100244626	-104.0408546656114	0.06	13.035616510750001
-127.5668592094416	-109.06452371590049	0.07	15.43313518475
-144.58646520227356	-113.96238255448527	0.08	17.794369783
-158.61798524684878	-118.01041696090658	0.09000000000000001	20.115936933500002
-174.04002969094728	-122.47481550495202	0.1	22.3825112815
-191.36633236538557	-127.5014269202625	0.11	24.6045798295
-206.07873990621945	-131.78209402626254	0.12000000000000001	26.77314466625
-220.23466854632076	-135.91211261746952	0.13	28.881186383
-233.75461024218967	-139.8673013101091	0.13999999999999999	30.923939402500004
-246.4901913750013	-143.6031301331034	0.15	32.89298648850001
-258.4743924996711	-147.1281162171467	0.16	34.78265174625
-269.83586495704697	-150.47898219543148	0.16999999999999998	36.583172585750006
-278.08790113616044	-152.91830744954183	0.18	38.28031754875
-286.72546998786123	-155.48091561110851	0.19	39.8556989255
-296.1492557779918	-158.2819301974528	0.19999999999999998	41.293169798
-302.43973212629317	-160.1569970647646	0.21	42.564433114500005
-307.06948900013407	-161.54055721005545	0.22	43.62782628400001
-309.38456859705263	-162.23388000328976	0.22999999999999998	44.398305649
-308.16482783106	-161.866472189647	0.24	44.76283366225
-300.2012221787594	-159.46514308667668	0.25	44.382287634
-293.9277820606541	-157.5724034516254	0.26	42.26417113475
