#Strain	Work Hardening Rate
0.01	255.33991085000002
0.015	254.83758570000003
0.02	252.9778864666667
0.03	250.95743980000003
0.04	248.12497373750006
0.05	244.97584151250007
0.06	241.53464156249984
0.07	237.9376636124999
0.08	234.14008743750006
0.09000000000000001	229.407074925
0.1	224.43214480000003
0.11	219.53166923749995
0.12000000000000001	213.8303276749999
0.13	207.53973681250037
0.13999999999999999	200.5900052750005
0.15	192.93561718749945
0.16	184.50930486250004
0.16999999999999998	174.8832901250002
0.18	163.62631698749956
0.19	150.6426124625002
0.19999999999999998	135.4367094500003
0.21	116.73282430000026
0.22	91.69362672499983
0.22999999999999998	56.750368912499766
0.24	-0.8009007500000103
0.25	-124.933126375
0.26	-211.8116499249998
