#InternalPressure(GPa)	Enthalpy(eV)	Strain	Stress(GPa)
67.69342669025063	-53.68954930407158	0.01	1.375548091
80.77198114087115	-50.00912827686368	0.015	2.064464768
106.61039166164498	-42.73969221447785	0.02	2.7540005875
158.41356846200082	-28.17596451440064	0.03	4.1340264074999995
199.87089934151595	-16.530500031529122	0.04	5.515460355
245.84485883011268	-3.6327869497163476	0.05	6.896338532000001
302.00903349269015	12.111683811223259	0.06	8.2753461365
351.5878501006887	25.995760486278712	0.07	9.65423401
400.55191401287425	39.693864284164576	0.08	11.025888203500001
449.64438060446184	53.41417452141641	0.09000000000000001	12.3923710015
498.96034407123744	67.1829623605375	0.1	13.751301366000002
548.1767042211895	80.91009610118762	0.11	15.100718046999999
596.7366567817379	94.44025570558827	0.12000000000000001	16.439816257500002
645.0488925026018	107.8875161334338	0.13	17.7673397075
693.111498989132	121.2514490861074	0.13999999999999999	19.082482677
741.4833229683093	134.68722946855374	0.15	20.3833896085
789.6433607534581	148.05031610213868	0.16	21.668435036
835.9822665552601	160.89456247417093	0.16999999999999998	22.9367990185
883.1361608571534	173.95035604125718	0.18	24.209849587500003
930.9343842731254	187.1708627661513	0.19	25.445869033500003
977.4009656394621	200.00902316021745	0.19999999999999998	26.645158021
1023.7016075700449	212.787480599775	0.21	27.856807231000005
1069.533233204498	225.42272431486737	0.22	29.0340760515
1114.9728825694822	237.9361056253463	0.22999999999999998	30.181942389000007
1159.8588699865322	250.28342599600467	0.24	31.326795082000004
1204.576585160573	262.5706502060487	0.25	32.41986287700001
1248.4702780051118	274.6181884240714	0.26	33.502257705
1291.612509571958	286.4458970716972	0.27	34.5563903445
1335.0475147645138	298.3404623806914	0.28	35.5846407205
1376.9919397595695	309.81393422910145	0.29000000000000004	36.603753281
1418.2460548129725	321.0853138395308	0.30000000000000004	37.556224273
1459.6441549062213	332.3831685312345	0.31	38.4986136175
1499.1401260336295	343.1495321513252	0.32	39.427231279000004
1534.1763401336148	352.68933404014416	0.33	40.274494713
1557.4486497125347	359.0196245829291	0.34	41.034477354
1570.3813456322548	362.5327720086441	0.35000000000000003	41.756652120000005
1592.9128711589788	368.64385139142763	0.36000000000000004	42.5908620295
1627.1770833095138	377.92868710538045	0.37000000000000005	43.4435904145
1661.3719675414304	387.1837230720359	0.38	44.254641431
1691.039798321055	395.20434513696887	0.39	45.021888062500004
1715.2685097342733	401.74621649718625	0.4	45.79493389750001
1730.3512325058055	405.81477454308134	0.41000000000000003	46.708157280500004
1746.0512321741996	410.04187077210133	0.42000000000000004	47.427606079
1762.560103306462	414.4839865518652	0.43000000000000005	48.122546954
1759.370994648985	413.6292291239689	0.44	49.379823921
1754.4922468704472	412.3183843718523	0.45	52.549194126
1762.1741140574293	414.3766417127439	0.46	53.4076312425
1738.205239902282	407.9673170087283	0.47000000000000003	53.816627399000005
1684.1682841906065	393.52252947855385	0.48000000000000004	54.1674566605
1652.2357403425656	384.99476867448504	0.49000000000000005	56.237108253500004
1645.407847238925	383.17319528462593	0.5	58.79715588500001
