#Strain	Work Hardening Rate
0.01	279.2639260000003
0.02	276.9801776000001
0.03	271.60388104999987
0.04	264.23579369999993
0.05	254.7413309499999
0.060000000000000005	245.45781770000013
0.06999999999999999	235.91904555000025
0.08	223.5721047499998
0.09	209.3879132999999
0.09999999999999999	195.10508670000024
0.11	180.09698240000023
0.12	163.78055459999987
0.13	146.43857684999966
0.14	127.69200749999985
0.15000000000000002	107.84881385000033
0.16	87.30961285000025
0.17	66.46377064999983
0.18000000000000002	44.37174094999998
0.19	21.20580340000019
0.2	-2.812527100000037
0.21000000000000002	-15.29142350000042
