#InternalPressure(GPa)	Enthalpy(eV)	Strain	Stress(GPa)
20.91544586755368	-66.88255312530445	0.01	0.5224312565
24.325662432608087	-65.93226435518437	0.015	0.7940048835
31.09496379617712	-64.04947238039401	0.02	1.070778757
44.73707075560277	-60.27700481857894	0.03	1.6448387095
58.598494023187286	-56.473041404446064	0.04	2.2441629405000003
72.74438083269963	-52.62142083504637	0.05	2.8648910770000002
87.27934350523347	-48.69470380449856	0.06	3.5095602120000002
100.79456113462092	-45.071135021144734	0.07	4.1760890645
115.3752345754968	-41.196936118235925	0.08	4.881798703
131.43571788615498	-36.96081606920303	0.09000000000000001	5.596154457000001
147.0044332719008	-32.889124779696694	0.1	6.3370714745
162.91194424106672	-28.76324894424708	0.11	7.096478661000001
179.087802331466	-24.603086351336053	0.12000000000000001	7.875176335000001
195.60699916690572	-20.390761357360653	0.13	8.674624427000001
212.49995370623733	-16.120185922844435	0.13999999999999999	9.4928306905
229.8093821544007	-11.782435898273981	0.15	10.329108657
247.51269733367545	-7.3849710182322355	0.16	11.1807662325
265.56991404779916	-2.9395697166592782	0.16999999999999998	12.050013764500001
284.06910083104776	1.5735112495160308	0.18	12.934758110500002
302.778454850095	6.096573180621633	0.19	13.8338029055
322.50413864630053	10.820078292388544	0.19999999999999998	14.733712186999998
342.07907350747666	15.466237515409318	0.21	15.673714003499999
358.8937916291942	19.42009583704322	0.22	17.1850398285
373.0868948797997	22.72533793667921	0.22999999999999998	20.8488059825
389.59464478060437	26.52714575146043	0.24	22.737163787500002
410.7044887701311	31.34468205590064	0.25	23.5981255805
432.938498507594	36.36992497178788	0.26	24.41802526
452.8265127747268	40.82228712992073	0.27	25.202579816
468.9357676325406	44.391665019649004	0.28	25.7430534105
483.88793326301885	47.66857365452706	0.29000000000000004	25.2135656015
503.1002020335931	51.83126441734877	0.30000000000000004	25.333899833000004
525.0631601622515	56.546102871115856	0.31	25.862816841
535.6775123237153	58.81141300496375	0.32	27.039027755999996
543.611115657368	60.468953081513895	0.33	22.2286882555
559.1891845561931	63.70462285206169	0.34	21.750287708500004
567.0403216237655	65.32636265357003	0.35000000000000003	21.268968174000005
